DATE,POP SOFTWARE NAME,TV_SOFTWARE_NAME,LICENSE_REQUIRED,POP QTY,TV QTY,VARIANCE
20211122,,JENKINS,LIC REQD,0,1,-1
20211122,,Jar Launcher,LIC REQD,0,5,-5
20211122,,Jeonsoft Payroll Suite,LIC REQD,0,42,-42
20211122,,KASPERSKY VPN,LIC REQD,0,1,-1
20211122,,Kaspersky Password Manager,LIC REQD,0,1,-1
20211122,,KeyboardTest V3.2,LIC REQD,0,1,-1
20211122,,LAREDO CLIENT,LIC REQD,0,56,-56
20211122,,LARK ,LIC REQD,0,1,-1
20211122,,LOOM,LIC REQD,0,6,-6
20211122,,Loom,LIC REQD,0,1,-1
20211122,,MAMP Pro,LIC REQD,0,2,-2
20211122,,MAXON CINEMA 4D,LIC REQD,0,13,-13
20211122,,MAXVIEW,LIC REQD,0,2,-2
20211122,,MCAFEE SAFE CONNECT VPN,LIC REQD,0,8,-8
20211122,,MICROSOFT DYNAMICS NAV 2009 R2,LIC REQD,0,18,-18
20211122,,MICROSOFT DYNAMICS NAV 2018,LIC REQD,0,32,-32
20211122,,MICROSOFT EXCEL,LIC REQD,0,96,-96
20211122,MICROSOFT LYNC 2013,MICROSOFT LYNC 2013,LIC REQD,316,134,182
20211122,,MICROSOFT LYNC AND CAL 2010,LIC REQD,0,92,-92
20211122,,MICROSOFT OFFICE HOME AND BUSINESS 2010,LIC REQD,0,187,-187
20211122,MICROSOFT OFFICE HOME AND BUSINESS 2013,MICROSOFT OFFICE HOME AND BUSINESS 2013,LIC REQD,410,274,136
20211122,MICROSOFT OFFICE HOME AND BUSINESS 2016,MICROSOFT OFFICE HOME AND BUSINESS 2016,LIC REQD,90,152,-62
20211122,MICROSOFT OFFICE HOME AND BUSINESS 2019,MICROSOFT OFFICE HOME AND BUSINESS 2019,LIC REQD,147,101,46
20211122,MICROSOFT OFFICE PROFESSIONAL 2013,MICROSOFT OFFICE PROFESSIONAL 2013,LIC REQD,1,2,-1
20211122,MICROSOFT OFFICE PROFESSIONAL PLUS 2013,MICROSOFT OFFICE PROFESSIONAL PLUS 2013,LIC REQD,28,54,-26
20211122,,MICROSOFT OFFICE PROFESSIONAL PLUS 2019,LIC REQD,0,1,-1
20211122,,MICROSOFT OFFICE STANDARD 2013,LIC REQD,0,1,-1
20211122,,MICROSOFT POWERPOINT,LIC REQD,0,119,-119
20211122,,MICROSOFT PROJECT,LIC REQD,0,1,-1
20211122,MICROSOFT PROJECT PRO 2013,MICROSOFT PROJECT PRO 2013,LIC REQD,3,1,2
20211122,,MICROSOFT PROJECT STD 2010,LIC REQD,0,2,-2
20211122,MICROSOFT SKYPE FOR BUSINESS 2016,MICROSOFT SKYPE FOR BUSINESS 2016,LIC REQD,7,40,-33
20211122,MICROSOFT SKYPE FOR BUSINESS 2019,MICROSOFT SKYPE FOR BUSINESS 2019,LIC REQD,18,19,-1
20211122,,MICROSOFT SQL SERVER 2005,LIC REQD,0,1,-1
20211122,,MICROSOFT SQL SERVER 2008,LIC REQD,0,2,-2
20211122,,MICROSOFT SQL SERVER 2012,LIC REQD,0,85,-85
20211122,,MICROSOFT SQL SERVER 2014,LIC REQD,0,14,-14
20211122,,MICROSOFT SQL SERVER 2016,LIC REQD,0,14,-14
20211122,,MICROSOFT SQL SERVER 2017,LIC REQD,0,44,-44
20211122,,MICROSOFT SQL SERVER 2019,LIC REQD,0,6,-6
20211122,,MICROSOFT SSM STUDIO,LIC REQD,0,39,-39
20211122,,MICROSOFT VISIO,LIC REQD,0,2,-2
20211122,,MICROSOFT VISIO PREMIUM 2010,LIC REQD,0,6,-6
20211122,MICROSOFT VISIO PRO 2013,MICROSOFT VISIO PRO 2013,LIC REQD,6,1,5
20211122,,MICROSOFT VISIO STD 2010,LIC REQD,0,3,-3
20211122,MICROSOFT VISIO STD 2013,MICROSOFT VISIO STD 2013,LIC REQD,4,7,-3
20211122,MICROSOFT VISIO STD 2016,MICROSOFT VISIO STD 2016,LIC REQD,6,4,2
20211122,MICROSOFT WINDOWS 10 ENTERPRISE WITH SAP,MICROSOFT WINDOWS 10 ENTERPRISE WITH SAP,LIC REQD,11,2,9
20211122,MICROSOFT WINDOWS 10 HOME SINGLE LANGUAGE,MICROSOFT WINDOWS 10 HOME SINGLE LANGUAGE,LIC REQD,9,3,6
20211122,MICROSOFT WINDOWS 10 PRO,MICROSOFT WINDOWS 10 PRO,LIC REQD,3774,3525,249
20211122,MICROSOFT WINDOWS 8 PRO,MICROSOFT WINDOWS 8 PRO,LIC REQD,16,4,12
20211122,MICROSOFT WINDOWS 8.1 PRO,MICROSOFT WINDOWS 8.1 PRO,LIC REQD,470,18,452
20211122,,MICROSOFT WORD,LIC REQD,0,89,-89
20211122,,MITEL CONNECT,LIC REQD,0,5,-5
20211122,,MS ACCESS 2013 SNGL OLP NL,LIC REQD,0,4,-4
20211122,,MS VISUAL STUDIO TEST PROFESSIONAL 2017 SUBSCRIPTION,LIC REQD,0,2,-2
20211122,,Macro ToolsWorks,LIC REQD,0,12,-12
20211122,,MacroToolworks Free,LIC REQD,0,18,-18
20211122,,Microsoft Office 2007,LIC REQD,0,1,-1
20211122,,Movavi Video Editor Plus 2020,LIC REQD,0,1,-1
20211122,,Must have paid apple dev account,LIC REQD,0,2,-2
20211122,,NEXTUP-IVONA,LIC REQD,0,4,-4
20211122,,NODEWARE AGENT,LIC REQD,0,5,-5
20211122,,NUMI,LIC REQD,0,1,-1
20211122,,Net Deed Plotter,LIC REQD,0,60,-60
20211122,,Nitro Pro,LIC REQD,0,1,-1
20211122,,Npcap,LIC REQD,0,3,-3
20211122,,One time payment,LIC REQD,0,2,-2
20211122,,OutSystems Development Environment,LIC REQD,0,36,-36
20211122,,PARALLELS CLIENT,LIC REQD,0,4,-4
20211122,,PDF ARCHITECT,LIC REQD,0,18,-18
20211122,,PDF Popup,LIC REQD,0,3,-3
20211122,,PDF Popup Magic,LIC REQD,0,14,-14
20211122,,PDF-XChange Editor,LIC REQD,0,7,-7
20211122,,PDFILL PDF EDITOR PROFESSIONAL,LIC REQD,0,15,-15
20211122,,PDFsam Enhanced,LIC REQD,0,2,-2
20211122,,Paint.NET,LIC REQD,0,1,-1
20211122,,Paperless Scheduling System,LIC REQD,0,1,-1
20211122,,Paragon Software (Microsoft NTFS for Mac by Paragon Software),LIC REQD,0,3,-3
20211122,,Perfect Keyboard Professional,LIC REQD,0,1,-1
20211122,,Photo Booth Software by dslrBooth,LIC REQD,0,10,-10
20211122,,PingPlotter,LIC REQD,0,1,-1
20211122,,Postman,LIC REQD,0,26,-26
20211122,,PowerISO,LIC REQD,0,1,-1
20211122,,Quickbooks,LIC REQD,0,5,-5
20211122,,Quip,LIC REQD,0,1,-1
20211122,,Remote Desktop Connection Manager,LIC REQD,0,7,-7
20211122,,Rescue Time,LIC REQD,0,1,-1
20211122,,Ringcentral Meetings,LIC REQD,0,1,-1
20211122,SKETCH UP PROFESSIONAL 2019 SINGLE USER,SKETCH UP PROFESSIONAL 2019 SINGLE USER,LIC REQD,1,2,-1
20211122,SKETCHUP PRO 2018,SKETCHUP PRO 2018,LIC REQD,1,1,0
20211122,,SKYPE FOR BUSINESS,LIC REQD,0,6,-6
20211122,,SLACK,LIC REQD,0,20,-20
20211122,SOPHOS CTRAL INTCP CENTRAL INTERCEPT X ADVANCED - CIXA,SOPHOS CTRAL INTCP CENTRAL INTERCEPT X ADVANCED - CIXA,LIC REQD,1194,596,598
20211122,SOPHOS ENDPOINT PROTECTION & EXPLOIT PREVENTION,SOPHOS ENDPOINT PROTECTION & EXPLOIT PREVENTION,LIC REQD,2850,2988,-138
20211122,,SPLASHTOP,LIC REQD,0,10,-10
20211122,,SWApp School Desktop,LIC REQD,0,5,-5
20211122,,Screencast-o-matic,LIC REQD,0,1,-1
20211122,,SimplyScanning,LIC REQD,0,49,-49
20211122,,SmartSVN,LIC REQD,0,1,-1
20211122,,SnagIt,LIC REQD,0,3,-3
20211122,,SoftPro,LIC REQD,0,47,-47
20211122,,SolarWinds Take Control Viewer for N-central,LIC REQD,0,2,-2
20211122,,SonicWall SMA Connect Tunnel,LIC REQD,0,2,-2
20211122,,Sophos SSL VPN Client,LIC REQD,0,6,-6
20211122,,Spectrum,LIC REQD,0,1,-1
20211122,,Sublime,LIC REQD,0,24,-24
20211122,,SuperAntiSpyware,LIC REQD,0,3,-3
20211122,,Symantec enterprise vault,LIC REQD,0,1,-1
20211122,TEAMVIEWER MONITORING & ASSET MANAGEMENT,TEAMVIEWER MONITORING & ASSET MANAGEMENT,LIC REQD,3646,3589,57
20211122,,TEXT ALOUD 4.0,LIC REQD,0,1,-1
20211122,,TEXTPAD,LIC REQD,0,6,-6
20211122,,TYPING MASTER PRO,LIC REQD,0,24,-24
20211122,,Telerik Fiddler,LIC REQD,0,1,-1
20211122,,Tendyron 193D4 for Industrial and Commercial Bank of China,LIC REQD,0,2,-2
20211122,,Termius,LIC REQD,0,1,-1
20211122,,Typing Master,LIC REQD,0,1,-1
20211122,,Uipath,LIC REQD,0,3,-3
20211122,,Universal Document Converter,LIC REQD,0,1,-1
20211122,,VISUAL STUDIO ENTERPRISE 2019,LIC REQD,0,2,-2
20211122,,VISUAL STUDIO PROFESSIONAL 2019,LIC REQD,0,8,-8
20211122,,Vuescan,LIC REQD,0,1,-1
20211122,,Vysor,LIC REQD,0,1,-1
20211122,,WINRAR,LIC REQD,0,58,-58
20211122,,WPS OFFICE,LIC REQD,0,7,-7
20211122,,WatchGuard Mobile VPN,LIC REQD,0,8,-8
20211122,,WavePad Sound Editor,LIC REQD,0,1,-1
20211122,,WebSite-Watcher,LIC REQD,0,2,-2
20211122,,Wondershare Filmora,LIC REQD,0,5,-5
20211122,,Wondershare PDFelement,LIC REQD,0,4,-4
20211122,,ZEBRADESIGNER PROFESSIONAL 3,LIC REQD,0,1,-1
20211122,,ZKBioSecurity,LIC REQD,0,1,-1
20211122,,Zoiper,LIC REQD,0,3,-3
20211122,,iMovie,LIC REQD,0,9,-9
20211122,,iMyFone LockWiper,LIC REQD,0,1,-1
20211122,,iSeePassword Dr.Excel,LIC REQD,0,1,-1
20211122,ADOBE CAPTIVATE CLOUD,ADOBE CAPTIVATE CLOUD,SUBSCRIPTION,6,5,1
20211122,,ADOBE CREATIVE CLOUD ALL APPS + ADOBE STOCK,SUBSCRIPTION,0,124,-124
20211122,,ADOBE CREATIVE CLOUD CC,SUBSCRIPTION,0,5,-5
20211122,,BASECAMP 3,SUBSCRIPTION,0,2,-2
20211122,,BUNDLED WITH ADOBE CAPTIVATE CLOUD,SUBSCRIPTION,0,4,-4
20211122,,MS 365 BUSINESS STANDARD,SUBSCRIPTION,0,455,-455
20211122,,MS365 BUSINESS PREMIUM,SUBSCRIPTION,0,70,-70
20211122,3AK04AAE HP OS Field Upgrade to TP,,,50,0,50
20211122,ABLE2EXTRACT PDF CONVERTER 10,,,10,0,10
20211122,ADOBE ACROBAT DC FOR TEAMS,,,95,0,95
20211122,ADOBE ACROBAT PRO DC FOR TEAMS,,,12,0,12
20211122,ADOBE ACROBAT STANDARD 11,,,3,0,3
20211122,ADOBE ACROBAT STANDARD DC,,,6,0,6
20211122,ADOBE CREATIVE CLOUD ALL APPS,,,1,0,1
20211122,ANNUAL MAINTENANCE/SUPPORT FOR DLE ON LINUX 64 BIT,,,1,0,1
20211122,BREP – ANNUAL MAINTENANCE,,,1,0,1
20211122,CITRIX MAINTENANCE RENEWAL CERTIFICATE,,,1,0,1
20211122,CREATIVE CLOUD FOR TEAMS ALL APPS,,,8,0,8
20211122,CREATIVE CLOUD FOR TEAMS ALL APPS WITH ADOBE STOCK,,,11,0,11
20211122,IOS,,,1,0,1
20211122,JEONSOFT HRIS PAYROLL,,,1,0,1
20211122,JET PROFILER FOR MYSQL,,,1,0,1
20211122,M365 APPS FOR BUSINESS,,,22,0,22
20211122,M365 BUSINESS BASIC,,,19,0,19
20211122,M365 BUSINESS STANDARD,,,341,0,341
20211122,MAC OS,,,15,0,15
20211122,MICROSOFT LYNC SVR STD CAL 2013 SNGL MVL DVCCAL,,,168,0,168
20211122,MICROSOFT OFFICE HOME AND BUSINESS 2019 FOR MAC,,,2,0,2
20211122,MICROSOFT OFFICE MAC 2011 WPXO HOME AND BUSINESS,,,14,0,14
20211122,MICROSOFT OFFICE MAC 2016 WPXO HOME AND BUSINESS,,,5,0,5
20211122,MICROSOFT OUTLOOK 2016,,,7,0,7
20211122,MICROSOFT POWER BI PREMIUM,,,1,0,1
20211122,MICROSOFT PROJECT PRO 2016,,,2,0,2
20211122,MICROSOFT PROJECT STD 2013,,,1,0,1
20211122,MICROSOFT SKYPE FOR BUSINESS,,,21,0,21
20211122,MICROSOFT SKYPE FOR BUSINESS 2015,,,10,0,10
20211122,MICROSOFT SKYPE FOR BUSINESS 2019 ENT CAL,,,93,0,93
20211122,MICROSOFT SKYPE FOR BUSINESS 2019 STD CAL,,,93,0,93
20211122,MICROSOFT SQL CAL 2014 SNGL MVL DvcCAL,,,12,0,12
20211122,MICROSOFT SQL SERVER DEV 2014,,,4,0,4
20211122,MICROSOFT SQL SERVER STD 2012 SNGL OLP NL,,,1,0,1
20211122,MICROSOFT SQL SERVER STD 2014,,,5,0,5
20211122,MICROSOFT SQL SERVER STD 2014 SERVER SL,,,5,0,5
20211122,MICROSOFT SQL SERVER STD 2016 SVR SL,,,7,0,7
20211122,MICROSOFT SQL SERVER STD 2017 SVR SL,,,1,0,1
20211122,MICROSOFT SQL SERVER STD CORE 2014,,,2,0,2
20211122,MICROSOFT VISIO PRO 2016,,,2,0,2
20211122,MICROSOFT VISIO STD 2019,,,7,0,7
20211122,MICROSOFT VISUAL STUDIO PRO 2013 SNGL MVL,,,11,0,11
20211122,MICROSOFT VISUAL STUDIO PRO 2015,,,5,0,5
20211122,MICROSOFT VISUAL STUDIO PRO 2017,,,1,0,1
20211122,MICROSOFT VISUAL STUDIO PRO USER SL,,,1,0,1
20211122,MICROSOFT WINDOW SERVER CAL 2012 SNGL MVL USERCAL,,,18,0,18
20211122,MICROSOFT WINDOWS SERVER 2016 DEVICE CAL,,,752,0,752
20211122,MICROSOFT WINDOWS SERVER 2016 STD CORE 16 SL,,,4,0,4
20211122,MICROSOFT WINDOWS SERVER 2016 STD CORE 2 SL,,,7,0,7
20211122,MICROSOFT WINDOWS SERVER 2016 STD CORE 2 SL     ,,,2,0,2
20211122,MICROSOFT WINDOWS SERVER 2019 STD CORE 16 SL,,,4,0,4
20211122,MICROSOFT WINDOWS SERVER CAL 2012 DEVICE CAL,,,157,0,157
20211122,MICROSOFT WINDOWS SERVER CAL 2019 DEVICE CAL,,,2971,0,2971
20211122,MICROSOFT WINDOWS SERVER STANDARD 2012,,,13,0,13
20211122,MICROSOFT WINDOWS SERVER STD 2012R2 SNGL MVL 2PROC,,,30,0,30
20211122,MS OFFICE FOR MAC 2019,,,2,0,2
20211122,MS PROJECT STD 2019 DEVICE SL,,,1,0,1
20211122,PHOTOSHOP FOR TEAMS,,,9,0,9
20211122,SMARTSHEET BUSINESS SUBSCRIPTION,,,2,0,2
20211122,TEAMVIEWER CORPORATE SUBSCRIPTION,,,1,0,1
20211122,VMWARE VCENTER SERVER,,,1,0,1
20211122,VMWARE VSPHERE,,,3,0,3
20211122,VMware vSphere,,,4,0,4
20211122,ZOOM BUSINESS LICENSE,,,20,0,20
20211122,ZOOM BUSINESS SUBSCRIPTION,,,3,0,3
20211129,,7-PDF SPLIT AND MERGE,LIC REQD,0,9,-9
20211129,,8X8 - VIRTUAL OFFICE,LIC REQD,0,9,-9
20211129,,8X8 VIDEO MEETINGS,LIC REQD,0,1,-1
20211129,,8X8 WORK,LIC REQD,0,6,-6
20211129,,ABBYY FINEREADER 12 PRO,LIC REQD,0,5,-5
20211129,,ABBYY FINEREADER 14,LIC REQD,0,1,-1
20211129,ACL DATA FULL (AN) - 1 LICENSE,ACL DATA FULL (AN) - 1 LICENSE,LIC REQD,8,1,7
20211129,,ADOBE ACROBAT 2017,LIC REQD,0,2,-2
20211129,,ADOBE ANIMATE CC 2021,LIC REQD,0,1,-1
20211129,,ALPHACOM,LIC REQD,0,1,-1
20211129,,ALPHAMAX3,LIC REQD,0,6,-6
20211129,,ARCGIS DESKTOP,LIC REQD,0,16,-16
20211129,,ARTICULATE STORYLINE 3,LIC REQD,0,7,-7
20211129,,ASAP UTILITIES,LIC REQD,0,32,-32
20211129,,ASSISTIVE CONTROL (MAC),LIC REQD,0,10,-10
20211129,,AUTODESK 360,LIC REQD,0,2,-2
20211129,,AUTODESK AUTOCAD,LIC REQD,0,2,-2
20211129,AUTODESK AUTOCAD LT 2014,AUTODESK AUTOCAD LT 2014,LIC REQD,1,2,-1
20211129,,AUTODESK FUSION 360,LIC REQD,0,1,-1
20211129,,AUTOMATION ANYWHERE BOT AGENT,LIC REQD,0,3,-3
20211129,,AnyDesk,LIC REQD,0,8,-8
20211129,,BARTENDER 2 (MAC),LIC REQD,0,1,-1
20211129,,BETTERSNAPTOOL (MAC),LIC REQD,0,1,-1
20211129,,BLUEBEAM PDF REVU,LIC REQD,0,7,-7
20211129,,BRIA,LIC REQD,0,12,-12
20211129,,BULLZIP PDF PRINTER,LIC REQD,0,2,-2
20211129,,BYTEFENCE ANTI-MALWARE,LIC REQD,0,1,-1
20211129,,Bluebeam Revu CAD,LIC REQD,0,7,-7
20211129,,Budled with wondershare,LIC REQD,0,3,-3
20211129,,Bundled with shoretel phone,LIC REQD,0,1,-1
20211129,,CAMTASIA,LIC REQD,0,2,-2
20211129,,CCLEANER,LIC REQD,0,1,-1
20211129,,CDTCLIENT (PEARSON),LIC REQD,0,1,-1
20211129,,CHRONOTRON PRO,LIC REQD,0,90,-90
20211129,,CINEMA 4D,LIC REQD,0,2,-2
20211129,,CINEWARE,LIC REQD,0,2,-2
20211129,,CIS-Cerner,LIC REQD,0,4,-4
20211129,,CISCO ANYCONNECT SECURE MOBILITY CLIENT,LIC REQD,0,53,-53
20211129,,CISCO IP COMMUNICATOR,LIC REQD,0,3,-3
20211129,,CISCO JABBER,LIC REQD,0,3,-3
20211129,,COMMANDLINE,LIC REQD,0,2,-2
20211129,,COPS_1_0_32 (MAC),LIC REQD,0,3,-3
20211129,,COPYTRANS HEIC FOR WINDOWS,LIC REQD,0,1,-1
20211129,,CORELOCATIONAGENT,LIC REQD,0,10,-10
20211129,,CORESERVICESUIAGENT,LIC REQD,0,10,-10
20211129,,CRYSTAL REPORT,LIC REQD,0,22,-22
20211129,,CUTEPDF FORM FILLER 3.5,LIC REQD,0,1,-1
20211129,,CUTEPDF PROFESSIONAL 3.4,LIC REQD,0,25,-25
20211129,,CUTEPDF PROFESSIONAL 3.6,LIC REQD,0,1,-1
20211129,,DATABASE EVENTS,LIC REQD,0,10,-10
20211129,,DISCORD,LIC REQD,0,3,-3
20211129,,DISK DOCTOR,LIC REQD,0,1,-1
20211129,,DUO AUTHENTICATION FOR WINDOWS LOGON X64,LIC REQD,0,3,-3
20211129,,Devart Code Compare,LIC REQD,0,2,-2
20211129,,DiskGenius,LIC REQD,0,1,-1
20211129,,Driver Easy,LIC REQD,0,1,-1
20211129,,EDUSPEAK,LIC REQD,0,2,-2
20211129,,EDUSPEAKSINGLEUSER,LIC REQD,0,1,-1
20211129,,EVENT MANAGER (MAC STORE),LIC REQD,0,8,-8
20211129,,EaseUS Todo Backup Free,LIC REQD,0,41,-41
20211129,,FILEMERGE,LIC REQD,0,1,-1
20211129,,FONT BOOK by Apple,LIC REQD,0,10,-10
20211129,,FONTREGISTRYUIAGENT ,LIC REQD,0,10,-10
20211129,,FOXIT PHANTOMPDF,LIC REQD,0,9,-9
20211129,,FTR,LIC REQD,0,37,-37
20211129,,FoneLab for Android by aiseesoft,LIC REQD,0,1,-1
20211129,,G-Technology Format Wizard,LIC REQD,0,1,-1
20211129,,GOTO MEETING,LIC REQD,0,97,-97
20211129,,GitHub,LIC REQD,0,10,-10
20211129,,I.R.I.S. OCR,LIC REQD,0,1,-1
20211129,,IBOOSTUP,LIC REQD,0,10,-10
20211129,,ICECREAM EBOOK READER,LIC REQD,0,1,-1
20211129,,IDM,LIC REQD,0,1,-1
20211129,,IE Tab Helper,LIC REQD,0,1,-1
20211129,,INTELLIADMIN,LIC REQD,0,2,-2
20211129,,IcoMap,LIC REQD,0,16,-16
20211129,,Informatik Mapdraw,LIC REQD,0,21,-21
20211129,,InstallShield 2019 R3,LIC REQD,0,1,-1
20211129,,IrfanView,LIC REQD,0,1,-1
20211129,,JAVA (TM) 6,LIC REQD,0,103,-103
20211129,,JAVA (TM) SE DEVELOPMENT KIT,LIC REQD,0,9,-9
20211129,,JAVA (TM) SE RUNTIME ENVIRONMENT 6,LIC REQD,0,8,-8
20211129,,JAVA 10,LIC REQD,0,1,-1
20211129,,JAVA 7 UPDATE,LIC REQD,0,228,-228
20211129,,JAVA 8 UPDATE,LIC REQD,0,206,-206
20211129,,JAVA SE DEVELOPMENT KIT,LIC REQD,0,4,-4
20211129,,JAVA WEB START,LIC REQD,0,5,-5
20211129,,JENKINS,LIC REQD,0,1,-1
20211129,,Jar Launcher,LIC REQD,0,5,-5
20211129,,Jeonsoft Payroll Suite,LIC REQD,0,43,-43
20211129,,KASPERSKY VPN,LIC REQD,0,1,-1
20211129,,Kaspersky Password Manager,LIC REQD,0,1,-1
20211129,,KeyboardTest V3.2,LIC REQD,0,1,-1
20211129,,LAREDO CLIENT,LIC REQD,0,55,-55
20211129,,LARK ,LIC REQD,0,1,-1
20211129,,LOOM,LIC REQD,0,6,-6
20211129,,Loom,LIC REQD,0,1,-1
20211129,,MAMP Pro,LIC REQD,0,2,-2
20211129,,MAXON CINEMA 4D,LIC REQD,0,13,-13
20211129,,MAXVIEW,LIC REQD,0,2,-2
20211129,,MCAFEE SAFE CONNECT VPN,LIC REQD,0,8,-8
20211129,,MICROSOFT DYNAMICS NAV 2009 R2,LIC REQD,0,18,-18
20211129,,MICROSOFT DYNAMICS NAV 2018,LIC REQD,0,33,-33
20211129,,MICROSOFT EXCEL,LIC REQD,0,99,-99
20211129,MICROSOFT LYNC 2013,MICROSOFT LYNC 2013,LIC REQD,316,133,183
20211129,,MICROSOFT LYNC AND CAL 2010,LIC REQD,0,91,-91
20211129,,MICROSOFT OFFICE HOME AND BUSINESS 2010,LIC REQD,0,185,-185
20211129,MICROSOFT OFFICE HOME AND BUSINESS 2013,MICROSOFT OFFICE HOME AND BUSINESS 2013,LIC REQD,410,272,138
20211129,MICROSOFT OFFICE HOME AND BUSINESS 2016,MICROSOFT OFFICE HOME AND BUSINESS 2016,LIC REQD,90,156,-66
20211129,MICROSOFT OFFICE HOME AND BUSINESS 2019,MICROSOFT OFFICE HOME AND BUSINESS 2019,LIC REQD,147,103,44
20211129,MICROSOFT OFFICE PROFESSIONAL 2013,MICROSOFT OFFICE PROFESSIONAL 2013,LIC REQD,1,2,-1
20211129,MICROSOFT OFFICE PROFESSIONAL PLUS 2013,MICROSOFT OFFICE PROFESSIONAL PLUS 2013,LIC REQD,28,54,-26
20211129,,MICROSOFT OFFICE PROFESSIONAL PLUS 2019,LIC REQD,0,30,-30
20211129,,MICROSOFT OFFICE STANDARD 2013,LIC REQD,0,1,-1
20211129,,MICROSOFT POWERPOINT,LIC REQD,0,121,-121
20211129,,MICROSOFT PROJECT,LIC REQD,0,1,-1
20211129,MICROSOFT PROJECT PRO 2013,MICROSOFT PROJECT PRO 2013,LIC REQD,3,1,2
20211129,,MICROSOFT PROJECT STD 2010,LIC REQD,0,2,-2
20211129,MICROSOFT SKYPE FOR BUSINESS 2016,MICROSOFT SKYPE FOR BUSINESS 2016,LIC REQD,7,40,-33
20211129,MICROSOFT SKYPE FOR BUSINESS 2019,MICROSOFT SKYPE FOR BUSINESS 2019,LIC REQD,18,19,-1
20211129,,MICROSOFT SQL SERVER 2005,LIC REQD,0,1,-1
20211129,,MICROSOFT SQL SERVER 2008,LIC REQD,0,2,-2
20211129,,MICROSOFT SQL SERVER 2012,LIC REQD,0,89,-89
20211129,,MICROSOFT SQL SERVER 2014,LIC REQD,0,16,-16
20211129,,MICROSOFT SQL SERVER 2016,LIC REQD,0,12,-12
20211129,,MICROSOFT SQL SERVER 2017,LIC REQD,0,44,-44
20211129,,MICROSOFT SQL SERVER 2019,LIC REQD,0,6,-6
20211129,,MICROSOFT SSM STUDIO,LIC REQD,0,37,-37
20211129,,MICROSOFT VISIO,LIC REQD,0,2,-2
20211129,,MICROSOFT VISIO PREMIUM 2010,LIC REQD,0,6,-6
20211129,MICROSOFT VISIO PRO 2013,MICROSOFT VISIO PRO 2013,LIC REQD,6,1,5
20211129,,MICROSOFT VISIO STD 2010,LIC REQD,0,3,-3
20211129,MICROSOFT VISIO STD 2013,MICROSOFT VISIO STD 2013,LIC REQD,4,7,-3
20211129,MICROSOFT VISIO STD 2016,MICROSOFT VISIO STD 2016,LIC REQD,6,4,2
20211129,MICROSOFT WINDOWS 10 ENTERPRISE WITH SAP,MICROSOFT WINDOWS 10 ENTERPRISE WITH SAP,LIC REQD,11,2,9
20211129,MICROSOFT WINDOWS 10 HOME SINGLE LANGUAGE,MICROSOFT WINDOWS 10 HOME SINGLE LANGUAGE,LIC REQD,9,3,6
20211129,MICROSOFT WINDOWS 10 PRO,MICROSOFT WINDOWS 10 PRO,LIC REQD,3774,3677,97
20211129,MICROSOFT WINDOWS 8 PRO,MICROSOFT WINDOWS 8 PRO,LIC REQD,16,4,12
20211129,MICROSOFT WINDOWS 8.1 PRO,MICROSOFT WINDOWS 8.1 PRO,LIC REQD,470,18,452
20211129,,MICROSOFT WORD,LIC REQD,0,91,-91
20211129,,MITEL CONNECT,LIC REQD,0,5,-5
20211129,,MS ACCESS 2013 SNGL OLP NL,LIC REQD,0,4,-4
20211129,,MS VISUAL STUDIO TEST PROFESSIONAL 2017 SUBSCRIPTION,LIC REQD,0,2,-2
20211129,,Macro ToolsWorks,LIC REQD,0,12,-12
20211129,,MacroToolworks Free,LIC REQD,0,18,-18
20211129,,Microsoft Office 2007,LIC REQD,0,1,-1
20211129,,Movavi Video Editor Plus 2020,LIC REQD,0,1,-1
20211129,,Must have paid apple dev account,LIC REQD,0,2,-2
20211129,,NEXTUP-IVONA,LIC REQD,0,4,-4
20211129,,NODEWARE AGENT,LIC REQD,0,5,-5
20211129,,NUMI,LIC REQD,0,1,-1
20211129,,Net Deed Plotter,LIC REQD,0,58,-58
20211129,,Nitro Pro,LIC REQD,0,1,-1
20211129,,Npcap,LIC REQD,0,3,-3
20211129,,One time payment,LIC REQD,0,2,-2
20211129,,OutSystems Development Environment,LIC REQD,0,36,-36
20211129,,PARALLELS CLIENT,LIC REQD,0,4,-4
20211129,,PDF ARCHITECT,LIC REQD,0,18,-18
20211129,,PDF Popup,LIC REQD,0,3,-3
20211129,,PDF Popup Magic,LIC REQD,0,13,-13
20211129,,PDF-XChange Editor,LIC REQD,0,7,-7
20211129,,PDFILL PDF EDITOR PROFESSIONAL,LIC REQD,0,15,-15
20211129,,PDFsam Enhanced,LIC REQD,0,2,-2
20211129,,Paint.NET,LIC REQD,0,1,-1
20211129,,Paperless Scheduling System,LIC REQD,0,1,-1
20211129,,Paragon Software (Microsoft NTFS for Mac by Paragon Software),LIC REQD,0,3,-3
20211129,,Perfect Keyboard Professional,LIC REQD,0,1,-1
20211129,,Photo Booth Software by dslrBooth,LIC REQD,0,10,-10
20211129,,PingPlotter,LIC REQD,0,1,-1
20211129,,Postman,LIC REQD,0,28,-28
20211129,,PowerISO,LIC REQD,0,1,-1
20211129,,Quickbooks,LIC REQD,0,5,-5
20211129,,Quip,LIC REQD,0,1,-1
20211129,,Remote Desktop Connection Manager,LIC REQD,0,7,-7
20211129,,Rescue Time,LIC REQD,0,1,-1
